0.0,0.5527,0.5904
1.0,0.6574,0.6236
2.0,0.6814,0.6204
3.0,0.5886,0.6631
4.0,0.6673,0.6646
5.0,0.665,0.6617
6.0,0.6848,0.6445
7.0,0.6263,0.6806
8.0,0.6848,0.6656
9.0,0.6827,0.6708
10.0,0.6902,0.6726
11.0,0.6991,0.6651
12.0,0.6932,0.6476
13.0,0.7011,0.6582
14.0,0.6914,0.6636
15.0,0.6925,0.6755
16.0,0.6973,0.6758
17.0,0.6938,0.678
18.0,0.6986,0.6849
19.0,0.6746,0.6706
20.0,0.6763,0.6724
21.0,0.6747,0.6744
22.0,0.6909,0.6749
23.0,0.6955,0.6744
24.0,0.6906,0.6768
25.0,0.6902,0.6751
26.0,0.6929,0.6796
27.0,0.6902,0.6828
28.0,0.6817,0.6779
29.0,0.6882,0.6789
30.0,0.6954,0.6679
31.0,0.6982,0.6504
32.0,0.6986,0.6627
33.0,0.6996,0.6784
34.0,0.6966,0.6734
35.0,0.698,0.6773
36.0,0.7002,0.6798
37.0,0.6996,0.6762
38.0,0.6996,0.6746
39.0,0.7007,0.6769
40.0,0.7001,0.6814
41.0,0.6996,0.6775
42.0,0.6996,0.6785
43.0,0.6999,0.6777
44.0,0.696,0.6758
45.0,0.6997,0.6762
46.0,0.7006,0.6777
47.0,0.6957,0.6774
48.0,0.6949,0.6746
49.0,0.6972,0.6805
