0.0,0.0757,0.0827,0.1064,0.0871,0.0831
1.0,0.1006,0.1009,0.0669,0.0521,0.0593
2.0,0.0768,0.0919,0.1224,0.0766,0.0975
3.0,0.0478,0.1042,0.0798,0.0694,0.0408
4.0,0.0723,0.0911,0.0622,0.0722,0.0772
5.0,0.0751,0.0593,0.0858,0.0736,0.0799
6.0,0.0861,0.0819,0.0904,0.0752,0.0712
7.0,0.0984,0.0693,0.0578,0.0974,0.0603
8.0,0.0871,0.0665,0.0978,0.0633,0.0521
9.0,0.0578,0.0693,0.0716,0.0478,0.063
10.0,0.0783,0.0722,0.0723,0.0425,0.0556
11.0,0.0695,0.0766,0.0704,0.0661,0.0598
12.0,0.0602,0.0738,0.06,0.0651,0.0616
13.0,0.1108,0.0813,0.0649,0.0607,0.0704
14.0,0.079,0.0848,0.0787,0.0639,0.0479
15.0,0.0667,0.0889,0.1012,0.0621,0.044
16.0,0.0726,0.0764,0.0813,0.057,0.0559
17.0,0.0706,0.0883,0.0549,0.0707,0.066
18.0,0.0655,0.0866,0.0796,0.0722,0.0676
19.0,0.0796,0.0781,0.0679,0.0693,0.0627
20.0,0.0705,0.0714,0.0621,0.0681,0.059
21.0,0.059,0.088,0.0679,0.0607,0.057
22.0,0.0665,0.093,0.0723,0.0752,0.0556
23.0,0.0668,0.0778,0.0636,0.0749,0.0542
24.0,0.0708,0.0854,0.0578,0.081,0.0559
25.0,0.0639,0.0796,0.0737,0.0973,0.0559
26.0,0.0668,0.081,0.0694,0.055,0.0616
27.0,0.0668,0.0883,0.09,0.0679,0.0598
28.0,0.0664,0.0903,0.0695,0.0638,0.0552
29.0,0.0749,0.0857,0.0488,0.0669,0.0576
30.0,0.0676,0.0869,0.0564,0.0663,0.0528
31.0,0.0691,0.0854,0.0535,0.0636,0.0573
32.0,0.0686,0.0945,0.0607,0.0624,0.0528
33.0,0.0654,0.0688,0.0621,0.0607,0.0559
34.0,0.0668,0.0758,0.0592,0.0746,0.0562
35.0,0.0683,0.0718,0.0564,0.0633,0.0545
36.0,0.0639,0.086,0.0622,0.0601,0.0465
37.0,0.0665,0.0793,0.0665,0.0618,0.0458
38.0,0.0668,0.0805,0.0721,0.0631,0.0489
39.0,0.0547,0.079,0.0768,0.0593,0.0507
40.0,0.0651,0.0761,0.0811,0.0602,0.0423
41.0,0.0598,0.0787,0.0753,0.0647,0.0489
42.0,0.0598,0.0766,0.0781,0.0622,0.0479
43.0,0.063,0.0734,0.068,0.062,0.0486
44.0,0.0665,0.079,0.0578,0.0665,0.0444
45.0,0.0752,0.0723,0.0575,0.0621,0.0447
46.0,0.0593,0.0784,0.0618,0.0593,0.0489
47.0,0.0669,0.0755,0.0531,0.0711,0.0405
48.0,0.0662,0.0772,0.0651,0.072,0.0669
49.0,0.0584,0.0809,0.0488,0.0705,0.0641
50.0,0.0616,0.079,0.0534,0.0734,0.0576
51.0,0.0587,0.0824,0.0665,0.0734,0.0573
52.0,0.0616,0.0796,0.0564,0.0744,0.0559
53.0,0.0612,0.0757,0.0564,0.0705,0.059
54.0,0.0711,0.0795,0.0581,0.0647,0.059
55.0,0.0598,0.081,0.0563,0.0631,0.0601
56.0,0.0593,0.0793,0.0654,0.0679,0.0605
57.0,0.0691,0.078,0.0607,0.0778,0.0616
58.0,0.057,0.0769,0.0546,0.0719,0.0559
59.0,0.0602,0.0763,0.0796,0.065,0.059
60.0,0.0654,0.0795,0.051,0.0636,0.0532
61.0,0.0584,0.0751,0.0578,0.0647,0.0499
62.0,0.0584,0.0758,0.0549,0.0647,0.0518
63.0,0.0679,0.0883,0.0607,0.0633,0.0518
64.0,0.0731,0.0854,0.0521,0.0636,0.0535
65.0,0.0665,0.0825,0.052,0.065,0.0468
66.0,0.0607,0.0839,0.0477,0.0607,0.0454
67.0,0.0673,0.0927,0.0463,0.0665,0.0489
68.0,0.0705,0.0883,0.0484,0.0613,0.0412
69.0,0.0593,0.0868,0.0548,0.0665,0.0412
70.0,0.0564,0.0722,0.0538,0.0614,0.0472
71.0,0.0555,0.0927,0.0607,0.0607,0.0465
72.0,0.0601,0.0912,0.0679,0.0616,0.0419
73.0,0.0548,0.0911,0.0564,0.0668,0.0416
74.0,0.0564,0.0883,0.0593,0.0616,0.0513
75.0,0.0512,0.0752,0.0578,0.0614,0.0513
76.0,0.055,0.0766,0.0636,0.0627,0.0461
77.0,0.0609,0.0794,0.0592,0.0705,0.0461
78.0,0.0544,0.078,0.0593,0.0709,0.0562
79.0,0.055,0.0839,0.0607,0.0593,0.0461
80.0,0.055,0.0839,0.0578,0.0711,0.0471
81.0,0.0564,0.0839,0.0521,0.0684,0.0545
82.0,0.054,0.0824,0.052,0.0684,0.0489
83.0,0.0593,0.0809,0.0535,0.0693,0.0492
84.0,0.0483,0.0766,0.052,0.0652,0.0457
85.0,0.0621,0.0824,0.0593,0.0681,0.0454
86.0,0.0529,0.0809,0.0549,0.0707,0.0601
87.0,0.0607,0.0752,0.0564,0.0679,0.0517
88.0,0.0578,0.0795,0.0564,0.0668,0.0517
89.0,0.0564,0.0765,0.057,0.067,0.0503
90.0,0.0478,0.0809,0.0535,0.0679,0.0513
91.0,0.0633,0.0795,0.0549,0.0694,0.0517
92.0,0.0515,0.0824,0.0564,0.0661,0.045
93.0,0.0636,0.0825,0.0564,0.0647,0.0576
94.0,0.0532,0.0839,0.0535,0.0632,0.0655
95.0,0.0558,0.0737,0.0578,0.0636,0.0704
96.0,0.055,0.0751,0.0564,0.0703,0.0644
97.0,0.0526,0.0737,0.0549,0.0699,0.0669
98.0,0.0529,0.0766,0.0549,0.0726,0.0687
99.0,0.0544,0.0766,0.0535,0.0699,0.0598
