0.0,0.9584,0.9923
1.0,0.814,0.869
2.0,0.7373,0.7803
3.0,0.6671,0.7187
4.0,0.5995,0.6869
5.0,0.5553,0.5973
6.0,0.4785,0.5501
7.0,0.446,0.4933
8.0,0.3901,0.3902
9.0,0.2874,0.3844
10.0,0.2549,0.3006
11.0,0.1925,0.2514
12.0,0.1756,0.2081
13.0,0.1014,0.1522
14.0,0.1027,0.1416
15.0,0.0728,0.0819
16.0,0.0442,0.0742
17.0,0.0338,0.0385
18.0,0.0156,0.0279
19.0,0.0065,0.0193
20.0,0.0078,0.0116
